csid	mp	inchi	name	c	h	o	mol_wt	dou	Aromatic	OH	CO	CHO	COOH	COOR	ROR
72054	39.67	InChI=1S/C9H12O2/c1-7-8(10-2)5-4-6-9(7)11-3/h4-6H,1-3H3	2,6-dimethoxytoluene	9	12	2	152.18958	4.0	1	0	0	0	0	0	1
6983	128.67	InChI=1S/C7H8O2/c1-5-4-6(8)2-3-7(5)9/h2-4,8-9H,1H3	2-methylhydroquinone	7	8	2	124.13642	4.0	1	1	0	0	0	0	0
3345	61.33	InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)	gemfibrozil	15	22	3	250.33218	5.0	1	0	0	0	1	0	1
11056	-102.67	InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3	2-methyl-2-pentanol	6	14	1	102.17436	0.0	0	1	0	0	0	0	0
12060	21.67	InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3	4-n-propylphenol	9	12	1	136.19058	4.0	1	1	0	0	0	0	0
7883	-5.33	InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3	decanal	10	20	1	156.2648	1.0	0	0	0	1	0	0	0
13249	52.43	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)	pentadecanoic acid	15	30	2	242.3967	1.0	0	0	0	0	1	0	0
7917	39.5	InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3	1-tetradecanol	14	30	1	214.387	0.0	0	1	0	0	0	0	0
932	-15.5	InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3	1-octanol	8	18	1	130.22752	0.0	0	1	0	0	0	0	0
21159425	7.5	InChI=1S/C10H12O3/c1-3-13-10(11)8-4-6-9(12-2)7-5-8/h4-7H,3H2,1-2H3	ethyl 4-methoxybenzoate	10	12	3	180.19928	5.0	1	0	0	0	0	1	1
13865630	-20.67	InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3	diethyl succinate	8	14	4	174.19276	2.0	0	0	0	0	0	1	0
67466	43.67	InChI=1S/C10H14O2/c1-3-11-9-7-5-6-8-10(9)12-4-2/h5-8H,3-4H2,1-2H3	1,2-diethoxybenzene	10	14	2	166.21616	4.0	1	0	0	0	0	0	1
21106583	-44.33	InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3	diethylene glycol diethyl ether	8	18	3	162.22552000000002	0.0	0	0	0	0	0	0	1
14559	60.67	InChI=1S/C9H8O3/c1-12-9(11)8-4-2-7(6-10)3-5-8/h2-6H,1H3	methyl 4-formylbenzoate	9	8	3	164.15681999999998	6.0	1	0	0	1	0	1	0
19331	113.67	InChI=1S/C10H12O4/c1-12-8-5-10(14-3)9(13-2)4-7(8)6-11/h4-6H,1-3H3	2,4,5-trimethoxybenzaldehyde	10	12	4	196.19828	5.0	1	0	0	1	0	0	1
13876103	-9.37	InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3	eugenol	10	12	2	164.20028	5.0	1	1	0	0	0	0	1
56139	114.33	InChI=1S/C8H10O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,9-10H,5H2,1H3	4-hydroxy-3-methoxybenzyl alcohol	8	10	3	154.16199999999998	4.0	1	1	0	0	0	0	1
21108577	49.67	InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3	methyl 4-methoxybenzoate	9	10	3	166.17270000000002	5.0	1	0	0	0	0	1	1
21111781	37.5	InChI=1S/C8H8O2/c1-10-8-5-3-2-4-7(8)6-9/h2-6H,1H3	2-methoxybenzaldehyde	8	8	2	136.14712	5.0	1	0	0	1	0	0	1
21170543	-52.53	InChI=1S/C8H10O/c1-9-7-8-5-3-2-4-6-8/h2-6H,7H2,1H3	benzyl methyl ether	8	10	1	122.16399999999999	4.0	1	0	0	0	0	0	1
8058	42.4	InChI=1S/C13H10O3/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10/h1-9,14H	phenyl salicylate	13	10	3	214.21549999999996	9.0	1	1	0	0	0	1	0
63211	120.33333329999999	InChI=1S/C10H12O4/c1-12-7-4-9(13-2)8(6-11)10(5-7)14-3/h4-6H,1-3H3	2,4,6-trimethoxybenzaldehyde	10	12	4	196.19828	5.0	1	0	0	1	0	0	1
123	117.33333329999999	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	4-hydroxybenzaldehyde	7	6	2	122.12054	5.0	1	1	0	1	0	0	0
21106900	114.5	InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3	4'-hydroxy-3'-methoxyacetophenone	9	10	3	166.17270000000002	5.0	1	1	1	0	0	0	1
10025	143.5	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	suberic acid	8	14	4	174.19276	2.0	0	0	0	0	1	0	0
6333	13.0	InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)	acrylic acid	3	4	2	72.06186	2.0	0	0	0	0	1	0	0
4878	110.75	InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H	resorcinol	6	6	2	110.10984	4.0	1	1	0	0	0	0	0
9824	83.7525	InChI=1S/C13H8O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8H	9-fluorenone	13	8	1	180.20162	10.0	1	0	1	0	0	0	0
6739	95.5	InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H	1-naphthol	10	8	1	144.16952	7.0	1	1	0	0	0	0	0
6176	-52.5	InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3	pinacolone	6	12	1	100.15848	1.0	0	0	1	0	0	0	0
6146	25.35	InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3	tert-butyl alcohol, anhydrous	4	10	1	74.1212	0.0	0	1	0	0	0	0	0
6341	-46.25	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	isobutyric acid	4	8	2	88.10432	1.0	0	0	0	0	1	0	0
6677	15.63	InChI=1S/C9H12O/c1-7(2)8-5-3-4-6-9(8)10/h3-7,10H,1-2H3	2-isopropylphenol	9	12	1	136.19058	4.0	1	1	0	0	0	0	0
6321	-86.65	InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3	2-butanone	4	8	1	72.10531999999999	1.0	0	0	1	0	0	0	0
6881	18.4	InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3	propiophenone	9	10	1	134.1747	5.0	1	0	1	0	0	0	0
7016	-39.25	InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3	3-pentanone	5	10	1	86.1319	1.0	0	0	1	0	0	0	0
512	-80.5	InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3	propionaldehyde	3	6	1	58.07874	1.0	0	0	0	1	0	0	0
7882	6.73	InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3	1-decanol	10	22	1	158.28068	0.0	0	1	0	0	0	0	0
6040	-78.48	InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3	1-pentanol	5	12	1	88.14778	0.0	0	1	0	0	0	0	0
1004	-126.53	InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3	1-propanol	3	8	1	60.09462	0.0	0	1	0	0	0	0	0
6998	-40.65	InChI=1S/C6H10O4/c1-3-9-5(7)6(8)10-4-2/h3-4H2,1-2H3	diethyl oxalate	6	10	4	146.1396	2.0	0	0	0	0	0	1	0
13846749	116.75	InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3	ethyl 4-hydroxybenzoate	9	10	3	166.17270000000002	5.0	1	1	0	0	0	1	0
13839109	-61.68	InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3	2-ethoxyethyl acetate	6	12	3	132.15648	1.0	0	0	0	0	0	1	1
13863300	141.25	InChI=1S/C10H10O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h3-6H,1-2H3	dimethyl terephthalate	10	10	4	194.1824	6.0	1	0	0	0	0	1	0
7577	-99.75	InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3	methyl formate	2	4	2	60.051159999999996	1.0	0	0	0	0	0	1	0
21106008	43.5025	InChI=1S/C9H10O3/c1-11-8-4-3-7(6-10)5-9(8)12-2/h3-6H,1-2H3	veratraldehyde	9	10	3	166.17270000000002	5.0	1	0	0	1	0	0	1
6854	180.5	InChI=1S/C9H10O4/c1-12-7-4-3-6(9(10)11)5-8(7)13-2/h3-5H,1-2H3,(H,10,11)	3,4-dimethoxybenzoic acid	9	10	4	182.17170000000002	5.0	1	0	0	0	1	0	1
8030	146.7525	InChI=1S/C14H12O2/c15-14(16)13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13H,(H,15,16)	diphenylacetic acid	14	12	2	212.24308	9.0	1	0	0	0	1	0	0
73763	46.3975	InChI=1S/C9H10O3/c1-11-8-3-7(6-10)4-9(5-8)12-2/h3-6H,1-2H3	3,5-dimethoxybenzaldehyde	9	10	3	166.17270000000002	5.0	1	0	0	1	0	0	1
305	153.19799999999998	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	citric acid, anhydrous	6	8	7	192.12072	3.0	0	1	0	0	1	0	0
6943	135.6	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)3-7(5)10/h1-4,9-10H	2,4-dihydroxybenzaldehyde	7	6	3	138.11954	5.0	1	1	0	1	0	0	0
13837760	105.2	InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H	catechol	6	6	2	110.10984	4.0	1	1	0	0	0	0	0
6840	100.79799999999999	InChI=1S/C13H10O/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)14-12/h1-8H,9H2	9h-xanthene	13	10	1	182.21749999999997	9.0	1	0	0	0	0	0	1
8341	122.4	InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H	2-naphthol	10	8	1	144.16952	7.0	1	1	0	0	0	0	0
21105871	11.52	InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3	m-cresol	7	8	1	108.13741999999999	4.0	1	1	0	0	0	0	0
7772	-91.5	InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	valeraldehyde	5	10	1	86.1319	1.0	0	0	0	1	0	0	0
258	-89.52	InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3	1-butanol	4	10	1	74.1212	0.0	0	1	0	0	0	0	0
2863	31.384	InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)	decanoic acid	10	20	2	172.2638	1.0	0	0	0	0	1	0	0
6907	96.6	InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3	n-propyl 4-hydroxybenzoate	10	12	3	180.19928	5.0	1	1	0	0	0	1	0
238	122.3815385	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	benzoic acid	7	6	2	122.12054	5.0	1	0	0	0	1	0	0
9929	170.55	InChI=1S/C9H10O2/c1-6-3-7(2)5-8(4-6)9(10)11/h3-5H,1-2H3,(H,10,11)	3,5-dimethylbenzoic acid	9	10	2	150.1737	5.0	1	0	0	0	1	0	0
10777	-92.37	InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3	3-methyl-2-butanone	5	10	1	86.1319	1.0	0	0	1	0	0	0	0
7607	-77.73	InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3	2-pentanone	5	10	1	86.1319	1.0	0	0	1	0	0	0	0
13840	-51.3	InChI=1S/C4H6O/c5-4-2-1-3-4/h1-3H2	cyclobutanone	4	6	1	70.08944	2.0	0	0	1	0	0	0	0
2991	48.28	InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H	benzophenone	13	10	1	182.21749999999997	9.0	1	0	1	0	0	0	0
971	41.18	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	phenol	6	6	1	94.11084	4.0	1	1	0	0	0	0	0
370	16.46	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)	octanoic acid	8	16	2	144.21063999999998	1.0	0	0	0	0	1	0	0
70500	168.43	InChI=1S/C11H14O2/c1-7-4-8(2)10(6-11(12)13)9(3)5-7/h4-5H,6H2,1-3H3,(H,12,13)	mesitylacetic acid	11	14	2	178.22686000000002	5.0	1	0	0	0	1	0	0
6552	131.4	InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H	phthalic anhydride	8	4	3	148.11436	7.0	1	0	0	0	0	0	0
191	152.8	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	adipic acid	6	10	4	146.1396	2.0	0	0	0	0	1	0	0
6215	163.3	InChI=1S/C19H16O/c20-19(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15,20H	triphenylmethanol	19	16	1	260.32934	12.0	1	1	0	0	0	0	0
7302	27.45	InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H	diphenyl ether	12	10	1	170.2068	8.0	1	0	0	0	0	0	1
18685	46.4	InChI=1S/C9H20O2/c10-8-6-4-2-1-3-5-7-9-11/h10-11H,1-9H2	1,9-nonanediol	9	20	2	160.2531	0.0	0	1	0	0	0	0	0
7635	53.27	InChI=1S/C4H2O3/c5-3-1-2-4(6)7-3/h1-2H	maleic anhydride	4	2	3	98.05568	4.0	0	0	0	0	0	0	0
10539	54.67	InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)	tetradecanoic acid	14	28	2	228.37012	1.0	0	0	0	0	1	0	0
723	97.1	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	glutaric acid	5	8	4	132.11302	2.0	0	0	0	0	1	0	0
10033	60.77	InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)	heptadecanoic acid	17	34	2	270.44986	1.0	0	0	0	0	1	0	0
8070	104.484	InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)	o-toluic acid	8	8	2	136.14712	5.0	1	0	0	0	1	0	0
67462	11.7	InChI=1S/C10H14O2/c1-3-11-9-6-5-7-10(8-9)12-4-2/h5-8H,3-4H2,1-2H3	1,3-diethoxybenzene	10	14	2	166.21616	4.0	1	0	0	0	0	0	1
7734	-80.4	InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3	ethyl formate	3	6	2	74.07774	1.0	0	0	0	0	0	1	0
68030	126.25	InChI=1S/C20H38O4/c21-19(22)17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18-20(23)24/h1-18H2,(H,21,22)(H,23,24)	1,18-octadecanedicarboxylic acid	20	38	4	342.51171999999997	2.0	0	0	0	0	1	0	0
4444448	300.75	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H	4',5,7-trihydroxyisoflavone	15	10	5	270.23490000000004	11.0	1	1	0	0	0	0	0
11614	161.75	InChI=1S/C13H12O2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h1-8,14-15H,9H2	4,4'-dihydroxydiphenylmethane	13	12	2	200.23237999999998	8.0	1	1	0	0	0	0	0
61739	181.25	InChI=1S/C10H8O2/c11-8-5-4-7-2-1-3-10(12)9(7)6-8/h1-6,11-12H	1,7-dihydroxynaphthalene	10	8	2	160.16852	7.0	1	1	0	0	0	0	0
10871	170.75	InChI=1S/C15H10O3/c16-13-11-8-4-5-9-12(11)18-15(14(13)17)10-6-2-1-3-7-10/h1-9,17H	3-hydroxyflavone	15	10	3	238.2369	11.0	1	1	0	0	0	0	0
4444926	286.25	InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H	5,7-dihydroxyflavone	15	10	4	254.23590000000002	11.0	1	1	0	0	0	0	0
13493	101.75	InChI=1S/C12H10O2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8,13-14H	2-phenylhydroquinone	12	10	2	186.20579999999998	8.0	1	1	0	0	0	0	0
15886	58.25	InChI=1S/C11H14O2/c12-11(13)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,12,13)	5-phenylvaleric acid	11	14	2	178.22686000000002	5.0	1	0	0	0	1	0	0
18409	148.75	InChI=1S/C13H10O3/c14-13(15)10-5-4-8-12(9-10)16-11-6-2-1-3-7-11/h1-9H,(H,14,15)	3-phenoxybenzoic acid	13	10	3	214.21549999999996	9.0	1	0	0	0	1	0	1
61418	37.25	InChI=1S/C9H8O2/c10-8-5-6-11-9-4-2-1-3-7(8)9/h1-4H,5-6H2	4-chromanone	9	8	2	148.15782	6.0	1	0	1	0	0	0	1
8282	124.25	InChI=1S/C10H8O2/c11-8-5-7-3-1-2-4-9(7)10(12)6-8/h1-6,11-12H	1,3-dihydroxynaphthalene	10	8	2	160.16852	7.0	1	1	0	0	0	0	0
10778469	193.25	InChI=1S/C9H6O3/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5H,(H,10,11)	benzo[b]furan-2-carboxylic acid	9	6	3	162.14094	7.0	1	0	0	0	1	0	0
6856	184.75	InChI=1S/C11H8O2/c12-11(13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,12,13)	2-naphthoic acid	11	8	2	172.17922000000002	8.0	1	0	0	0	1	0	0
17383	12.75	InChI=1S/C6H10O3/c1-5(7)3-2-4-6(8)9/h2-4H2,1H3,(H,8,9)	4-acetylbutyric acid	6	10	3	130.1406	2.0	0	0	1	0	1	0	0
69366	114.25	InChI=1S/C14H20O2/c1-13(2,3)9-7-10(14(4,5)6)12(16)11(15)8-9/h7-8H,1-6H3	3,5-di-tert-butyl-o-benzoquinone	14	20	2	220.3066	5.0	0	0	1	0	0	0	0
10363	118.25	InChI=1S/C10H12O2/c1-7(2)8-3-5-9(6-4-8)10(11)12/h3-7H,1-2H3,(H,11,12)	4-isopropylbenzoic acid	10	12	2	164.20028	5.0	1	0	0	0	1	0	0
60518	172.25	InChI=1S/C17H18O4/c1-17(11-10-16(20)21,12-2-6-14(18)7-3-12)13-4-8-15(19)9-5-13/h2-9,18-19H,10-11H2,1H3,(H,20,21)	4,4-bis(4-hydroxyphenyl)valeric acid	17	18	4	286.32081999999997	9.0	1	1	0	0	1	0	0
8066	162.25	InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3	3-hydroxy-2-methyl-4-pyrone	6	6	3	126.10884	4.0	1	1	0	0	0	0	0
68247	46.75	InChI=1S/C15H14O/c1-11-8-9-14(10-12(11)2)15(16)13-6-4-3-5-7-13/h3-10H,1-2H3	3,4-dimethylbenzophenone	15	14	1	210.27066000000002	9.0	1	0	1	0	0	0	0
63495	97.25	InChI=1S/C9H10O3/c1-2-8(11)7-5-6(10)3-4-9(7)12/h3-5,10,12H,2H2,1H3	2',5'-dihydroxypropiophenone	9	10	3	166.17270000000002	5.0	1	1	1	0	0	0	0
16931	97.75	InChI=1S/C8H10O2/c1-2-6-3-4-7(9)5-8(6)10/h3-5,9-10H,2H2,1H3	4-ethylresorcinol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	0
8567	12.75	InChI=1S/C19H38O2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(20)21-18(2)3/h18H,4-17H2,1-3H3	isopropyl palmitate	19	38	2	298.50302	1.0	0	0	0	0	0	1	0
7915	33.25	InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3	1-tridecanol	13	28	1	200.36041999999998	0.0	0	1	0	0	0	0	0
6862	36.75	InChI=1S/C12H12O/c1-2-13-12-8-7-10-5-3-4-6-11(10)9-12/h3-9H,2H2,1H3	2-ethoxynaphthalene	12	12	1	172.22268	7.0	1	0	0	0	0	0	1
15663	118.75	InChI=1S/C8H8O4/c1-12-8(11)6-3-2-5(9)4-7(6)10/h2-4,9-10H,1H3	methyl 2,4-dihydroxybenzoate	8	8	4	168.14512	5.0	1	1	0	0	0	1	0
14360	68.25	InChI=1S/C10H10O4/c1-13-9(11)7-4-3-5-8(6-7)10(12)14-2/h3-6H,1-2H3	dimethyl isophthalate	10	10	4	194.1824	6.0	1	0	0	0	0	1	0
13693	184.75	InChI=1S/C9H10O4/c1-12-7-3-6(9(10)11)4-8(5-7)13-2/h3-5H,1-2H3,(H,10,11)	3,5-dimethoxybenzoic acid	9	10	4	182.17170000000002	5.0	1	0	0	0	1	0	1
4471	64.75	InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3	2-hydroxy-4-methoxybenzophenone	14	12	3	228.24208	9.0	1	1	1	0	0	0	1
12055	252.25	InChI=1S/C8H8O4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3,(H,10,11)	3-hydroxy-4-methoxybenzoic acid	8	8	4	168.14512	5.0	1	1	0	0	1	0	1
61569	58.25	InChI=1S/C14H12O3/c1-16-12-9-5-6-10-13(12)17-14(15)11-7-3-2-4-8-11/h2-10H,1H3	2-methoxyphenyl benzoate	14	12	3	228.24208	9.0	1	0	0	0	0	1	1
65785	147.75	InChI=1S/C11H14O3/c1-2-3-8-14-10-6-4-9(5-7-10)11(12)13/h4-7H,2-3,8H2,1H3,(H,12,13)	4-butoxybenzoic_acid	11	14	3	194.22586	5.0	1	0	0	0	1	0	1
70652	58.25	InChI=1S/C11H14O3/c1-14-10-7-5-9(6-8-10)3-2-4-11(12)13/h5-8H,2-4H2,1H3,(H,12,13)	4-(4-methoxyphenyl)butanoic acid	11	14	3	194.22586	5.0	1	0	0	0	1	0	1
61717	101.75	InChI=1S/C10H10O4/c1-12-7-4-3-6-5-14-10(11)8(6)9(7)13-2/h3-4H,5H2,1-2H3	opianyl	10	10	4	194.1824	6.0	1	0	0	0	0	1	1
6277	32.17	InChI=1S/C8H12O/c1-2-8(9)6-4-3-5-7-8/h1,9H,3-7H2	1-ethynylcyclohexanol	8	12	1	124.17988	3.0	0	1	0	0	0	0	0
13476	142.5	InChI=1S/C9H8O2/c1-2-7-3-5-8(6-4-7)9(10)11/h2-6H,1H2,(H,10,11)	4-vinylbenzoic acid	9	8	2	148.15782	6.0	1	0	0	0	1	0	0
11022	118.17	InChI=1S/C8H10O2/c9-5-7-1-2-8(6-10)4-3-7/h1-4,9-10H,5-6H2	1,4-benzenedimethanol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	0
18107	99.5	InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	phenoxyacetic acid	8	8	3	152.14612	5.0	1	0	0	0	1	0	1
11269	216.17	InChI=1S/C20H14O2/c21-17-11-9-13-5-1-3-7-15(13)19(17)20-16-8-4-2-6-14(16)10-12-18(20)22/h1-12,21-22H	1,1'-bi(2-naphthol)	20	14	2	286.32316000000003	14.0	1	1	0	0	0	0	0
15983	193.5	InChI=1S/C9H8O4/c1-6(10)13-8-4-2-7(3-5-8)9(11)12/h2-5H,1H3,(H,11,12)	4-acetoxybenzoic acid	9	8	4	180.15582	6.0	1	0	0	0	1	1	0
7125	165.17	InChI=1S/C11H14O2/c1-11(2,3)9-6-4-8(5-7-9)10(12)13/h4-7H,1-3H3,(H,12,13)	4-tert-butylbenzoic acid	11	14	2	178.22686000000002	5.0	1	0	0	0	1	0	0
10340	-88.5	InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3	2-methylfuran	5	6	1	82.10014	3.0	1	0	0	0	0	0	0
960	61.77	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	palmitic acid	16	32	2	256.42328	1.0	0	0	0	0	1	0	0
61765	5.166666667	InChI=1S/C8H8O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,9H,6H2	2-hydroxyacetophenone	8	8	2	136.14712	5.0	1	1	1	0	0	0	0
11468	70.5	InChI=1S/C14H12O2/c1-11-7-9-13(10-8-11)16-14(15)12-5-3-2-4-6-12/h2-10H,1H3	4-methylphenylbenzoat	14	12	2	212.24308	9.0	1	0	0	0	0	1	0
7744	-6.13	InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h3-4H2,1-2H3	2,5-hexanedione	6	10	2	114.1416	2.0	0	0	1	0	0	0	0
11095	-56.13	InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3	2-hexanone	6	12	1	100.15848	1.0	0	0	1	0	0	0	0
7022	-75.38	InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3	methyl acrylate	4	6	2	86.08844	2.0	0	0	0	0	0	1	0
7135	31.0	InChI=1S/C7H12O2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2,(H,8,9)	cyclohexanecarboxylic acid	7	12	2	128.16818	2.0	0	0	0	0	1	0	0
10181338	184.41666669999998	InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)	4-methoxybenzoic acid	8	8	3	152.14612	5.0	1	0	0	0	1	0	1
7132	19.73333333	InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3	acetophenone	8	8	1	120.14811999999999	5.0	1	0	1	0	0	0	0
32002	88.8	InChI=1S/C8H6O2/c9-5-7-2-1-3-8(4-7)6-10/h1-6H	isophthalaldehyde	8	6	2	134.13124	6.0	1	0	0	1	0	0	0
21069	56.85	InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h1H,3-4H2,(H,6,7)	4-pentynoic acid	5	6	2	98.09914	3.0	0	0	0	0	1	0	0
72056	82.15	InChI=1S/C12H26O2/c13-11-9-7-5-3-1-2-4-6-8-10-12-14/h13-14H,1-12H2	1,12-dodecanediol	12	26	2	202.33283999999998	0.0	0	1	0	0	0	0	0
4489	114.43	InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H	p-benzoquinone	6	4	2	108.09396000000001	5.0	0	0	1	0	0	0	0
21159598	59.93	InChI=1S/C10H12O4/c1-12-8-5-4-7(10(11)14-3)6-9(8)13-2/h4-6H,1-3H3	methyl 3,4-dimethoxybenzoate	10	12	4	196.19828	5.0	1	0	0	0	0	1	1
