Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
434,"Ammonium perfluorooctanoate",,"C<sub>8</sub>H<sub>4</sub>F<sub>15</sub>NO<sub>2</sub>","3825-26-1",,"431.100","solid",,,,,,,,,
435,"Ammonium propanoate",,"C<sub>3</sub>H<sub>9</sub>NO<sub>2</sub>","17496-08-1",,"91.109","hyg cry",45,,,,,,,"s H<sub>2</sub>O",
436,"Ammonium tetrathiocyanodiamminechromate(III) monohydrate","Reinecke salt","C<sub>4</sub>H<sub>12</sub>CrN<sub>7</sub>OS<sub>4</sub>","13573-16-5",,"354.440","red cry (w)","270 dec",,,,,,,"s H<sub>2</sub>O, EtOH, ace; i bz",
437,"Amobarbital","5-Ethyl-5-isopentyl-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","C<sub>11</sub>H<sub>18</sub>N<sub>2</sub>O<sub>3</sub>","57-43-2",211172,"226.272",,"153(1)",,,,,"0.6<sup>25</sup>",,"vs bz, EtOH, chl",
438,"Amolanone","3-[2-(Diethylamino)ethyl]-3-phenyl-2(3<i>H</i>)-benzofuranone","C<sub>20</sub>H<sub>23</sub>NO<sub>2</sub>","76-65-3",287893,"309.403","cry (peth)","43.4",,"193<sup>2.0</sup>",,"1.5614<sup>25</sup>",,,,
439,"Amoxicillin",,"C<sub>16</sub>H<sub>19</sub>N<sub>3</sub>O<sub>5</sub>S","26787-78-0",,"365.404","cry (w)",,,,,,,,"s H<sub>2</sub>O",
440,"Amphecloral",,"C<sub>11</sub>H<sub>12</sub>Cl<sub>3</sub>N","5581-35-1",,"264.579",,,,"96<sup>0.5</sup>, 96.<sup>0.5</sup>",,"1.530",,,,
441,"Amphotericin B",,"C<sub>47</sub>H<sub>73</sub>NO<sub>17</sub>","1397-89-3",,"924.080","ye pr (DMF)","170 dec",,,,,,,"i H<sub>2</sub>O; sl DMF; s DMSO",
442,"Ampicillin",,"C<sub>16</sub>H<sub>19</sub>N<sub>3</sub>O<sub>4</sub>S","69-53-4",,"349.405","cry","200 dec",,,,,,,"sl H<sub>2</sub>O",
443,"Ampyrone","4-Amino-1,2-dihydro-1,5-dimethyl-2-phenyl-3<i>H</i>-pyrazol-3-one","C<sub>11</sub>H<sub>13</sub>N<sub>3</sub>O","83-07-8",181635,"203.240","pa ye cry (bz)",109,,,,,,,"s H<sub>2</sub>O, EtOH, bz, chl; sl eth",
444,"Amygdalin",,"C<sub>20</sub>H<sub>27</sub>NO<sub>11</sub>","29883-15-6",66856,"457.428",,"224.5",,,,,,,"vs H<sub>2</sub>O; sl EtOH; i eth, chl",
445,"Anacardic acid",,"C<sub>22</sub>H<sub>32</sub>O<sub>3</sub>","11034-77-8",,"344.487","cry (ace)","35.5",,,,,,,"vs eth, EtOH, peth",
446,"Anagyrine",,"C<sub>15</sub>H<sub>20</sub>N<sub>2</sub>O","486-89-5",86776,"244.332","pe ye glass",,,"265<sup>12</sup>, 212<sup>4</sup>",,,,,"s H<sub>2</sub>O, eth, bz; vs EtOH, chl; i lig",
447,"Androstane",,"C<sub>19</sub>H<sub>32</sub>","24887-75-0",2043111,"260.457","lf (ace-MeOH)",50,,"60<sup>0.003</sup>",,,,,"vs ace, eth, EtOH, peth",
448,"Androstane-17-carboxylic acid, (5β,17β)","Etiocholanic acid","C<sub>20</sub>H<sub>32</sub>O<sub>2</sub>","438-08-4",3209645,"304.467","nd (gl HOAc)","228.5","160 subl",,,,,,,
449,"Androstane-3,17-diol, (3α,5α,17β)","Epiandrostanediol","C<sub>19</sub>H<sub>32</sub>O<sub>2</sub>","1852-53-5",,"292.456","nd (ace aq)",223,,,,,,,,
450,"5α-Androstane-3,17-dione",,"C<sub>19</sub>H<sub>28</sub>O<sub>2</sub>","846-46-8",,"288.424","cry (MeOH)","130(3)",,,,,,,,
1,"Abate","Temephos","C<sub>16</sub>H<sub>20</sub>O<sub>6</sub>P<sub>2</sub>S<sub>3</sub>","3383-96-8",,"466.469","cry","31.6(5)",,,"1.32",,,,"sl H<sub>2</sub>O, hx; s ctc, eth, tol",
2,"Abietic acid","Sylvic acid","C<sub>20</sub>H<sub>30</sub>O<sub>2</sub>","514-10-3",2221451,"302.451","mcl pl (al-w)","173.5","439.5","250<sup>9</sup>","1.06<sup>25</sup>",,,,"vs ace, bz, eth, EtOH",
3,"Abscisic acid",,"C<sub>15</sub>H<sub>20</sub>O<sub>4</sub>","21293-29-8",2698956,"264.318","cry (chl-peth)",160,"120 subl",,,,,,"vs ace, eth, chl",
4,"Acacetin","5,7-Dihydroxy-2-(4-methoxyphenyl)-4<i>H</i>-1-benzopyran-4-one","C<sub>16</sub>H<sub>12</sub>O<sub>5</sub>","480-44-4",277879,"284.263","ye nd (95% al)",263,,,,,,,"vs EtOH",
5,"Acebutolol, (±)-",,"C<sub>18</sub>H<sub>28</sub>N<sub>2</sub>O<sub>4</sub>","37517-30-9",,"336.426","cry",121,,,,,,,,
6,"Acedapsone",,"C<sub>16</sub>H<sub>16</sub>N<sub>2</sub>O<sub>4</sub>S","77-46-3",2164071,"332.374","pa ye nd (eth) lf (dil al)",290,,,,,,,"sl H<sub>2</sub>O",
7,"Acenaphthene","1,2-Dihydroacenaphthylene","C<sub>12</sub>H<sub>10</sub>","83-32-9",386081,"154.207",,"93(2)","277.5(8)",,"1.222<sup>20</sup>","1.6048<sup>95</sup>","0.00380<sup>25</sup>",,"i H<sub>2</sub>O; sl EtOH, chl; vs bz; s HOAc",
8,"Acenaphthylene","Acenaphthalene","C<sub>12</sub>H<sub>8</sub>","208-96-8",774092,"152.192",,"89.4(3)",280,,"0.8987<sup>16</sup>",,"0.016<sup>20</sup>","0.001","i H<sub>2</sub>O; vs EtOH, eth, bz; sl chl",
9,"1,2-Acenaphthylenedione",,"C<sub>12</sub>H<sub>6</sub>O<sub>2</sub>","82-86-0",879172,"182.175","ye nd (HOAc)","259(9)","subl",,"1.4800<sup>20</sup>",,,,"i H<sub>2</sub>O; sl EtOH, bz, HOAc; s lig",
10,"Acenocoumarol","Nicoumalone","C<sub>19</sub>H<sub>15</sub>NO<sub>6</sub>","152-72-7",,"353.325","cry (ace aq)",198,,,,,,,"i H<sub>2</sub>O",
11,"Acephate","Phosphoramidothioic acid, acetyl-, <i>O,S</i>-dimethyl ester","C<sub>4</sub>H<sub>10</sub>NO<sub>3</sub>PS","30560-19-1",,"183.166",,"92.0(5)",,,"1.35<sup>20</sup>",,"≈390<sup>20</sup>",,,
12,"Acepromazine","1-[10-[3-(Dimethylamino)propyl]-10<i>H</i>-phenothiazin-2-yl]ethanone","C<sub>19</sub>H<sub>22</sub>N<sub>2</sub>OS","61-00-7",40187,"326.455","oran oil",,,"230<sup>0.5</sup>",,,,,,
13,"Acesulfame",,"C<sub>4</sub>H<sub>5</sub>NO<sub>4</sub>S","33665-90-6",,"163.153","nd (bz)","123.2",,,,,,,"s bz, chl",
14,"Acetaldehyde","Ethanal","C<sub>2</sub>H<sub>4</sub>O","75-07-0",505984,"44.052","vol liq or gas","-123.4(7)","20.8(6)",,"0.7834<sup>18</sup>","1.3316<sup>20</sup>",,120,"msc H<sub>2</sub>O, EtOH, eth, bz; sl chl",
15,"Acetaldehyde phenylhydrazone",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>","935-07-9",,"134.178",,"99.5",,"150<sup>40</sup>, 135<sup>21</sup>",,,,,"vs EtOH",
16,"Acetaldoxime","Acetaldehyde oxime","C<sub>2</sub>H<sub>5</sub>NO","107-29-9",1209252,"59.067","nd","25(1)","115.24(10)",,"0.9656<sup>20</sup>","1.4264<sup>20</sup>",,,"s H<sub>2</sub>O, chl; msc EtOH, eth",
17,"Acetamide","Ethanamide","C<sub>2</sub>H<sub>5</sub>NO","60-35-5",1071207,"59.067","trg mcl (al-eth)","80.16(4)","222.0",,"0.9986<sup>85</sup>","1.4278","689<sup>20</sup>",,"vs H<sub>2</sub>O, EtOH",
18,"Acetanilide","<i>N</i>-Phenylacetamide","C<sub>8</sub>H<sub>9</sub>NO","103-84-4",606468,"135.163",,"114.35(4)","292(9)",,"1.2190<sup>15</sup>",,"5.2<sup>20</sup>",,"sl H<sub>2</sub>O; vs EtOH, ace; s eth, s bz, tol",
19,"Acetazolamide","<i>N</i>-[5-(Aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide","C<sub>4</sub>H<sub>6</sub>N<sub>4</sub>O<sub>3</sub>S<sub>2</sub>","59-66-5",212994,"222.246",,"260.5",,,,,"1.0<sup>30</sup>",,"sl H<sub>2</sub>O",
20,"Acethion",,"C<sub>8</sub>H<sub>17</sub>O<sub>4</sub>PS<sub>2</sub>","919-54-0",,"272.322","liq",,,"137<sup>1.5</sup>","1.18<sup>20</sup>",,,,,
21,"Acetic acid","Ethanoic acid","C<sub>2</sub>H<sub>4</sub>O<sub>2</sub>","64-19-7",506007,"60.052","col liq","17(3)","117.9(2)",,"1.0510<sup>20</sup>","1.3720<sup>20</sup>",,"2.07","msc H<sub>2</sub>O, EtOH, eth, ace, bz; s chl, CS<sub>2</sub>",
22,"Acetic acid, 2-phenylhydrazide",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","114-83-0",742880,"150.177","hex pr (eth)","130.0",,,,,,,"vs H<sub>2</sub>O, EtOH; sl eth, chl, tfa; s bz",
23,"Acetic anhydride","Acetyl acetate","C<sub>4</sub>H<sub>6</sub>O<sub>3</sub>","108-24-7",385737,"102.089","liq","-73.4(8)","139.5(3)",,"1.082<sup>20</sup>","1.3901<sup>20</sup>",,"0.680","vs H<sub>2</sub>O; s EtOH, bz; msc eth; sl ctc",
24,"Acetoacetanilide",,"C<sub>10</sub>H<sub>11</sub>NO<sub>2</sub>","102-01-2",473419,"177.200","pr or nd (bz or lig)",86,,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, bz, chl, acid, lig",
25,"Acetoacetic acid",,"C<sub>4</sub>H<sub>6</sub>O<sub>3</sub>","541-50-4",1747690,"102.089","cry (eth)","36.5","100 dec",,,,,,"vs H<sub>2</sub>O, eth, EtOH",
26,"2-Acetoacetoxyethyl methacrylate","2-(Methacryloyloxy)ethyl acetoacetate","C<sub>10</sub>H<sub>14</sub>O<sub>5</sub>","21282-97-3",,"214.215","liq",,,"100<sup>0.8</sup>","1.122","1.4560<sup>20</sup>",,,,
27,"Acetochlor","Acetamide, 2-chloro-<i>N</i>-(ethoxymethyl)-<i>N</i>-(2-ethyl-6-methylphenyl)-","C<sub>14</sub>H<sub>20</sub>ClNO<sub>2</sub>","34256-82-1",,"269.768","ye liq",,,"134<sup>0.4</sup>",,"1.5272<sup>20</sup>",,,"sl H<sub>2</sub>O",
28,"Acetohexamide",,"C<sub>15</sub>H<sub>20</sub>N<sub>2</sub>O<sub>4</sub>S","968-81-0",,"324.396","cry (EtOH aq)",188,,,,,"0.013<sup>37</sup>",,"i H<sub>2</sub>O, eth; sl EtOH, chl; s py",
29,"Acetohydrazide",,"C<sub>2</sub>H<sub>6</sub>N<sub>2</sub>O","1068-57-1",506165,"74.081",,67,,"137<sup>25</sup>",,,,,"s H<sub>2</sub>O, EtOH; sl eth",
30,"Acetohydroxamic acid","<i>N</i>-Hydroxyacetamide","C<sub>2</sub>H<sub>5</sub>NO<sub>2</sub>","546-88-3",,"75.067","hyg cry",90,,,,,,,,
31,"1-Acetonaphthone",,"C<sub>12</sub>H<sub>10</sub>O","941-98-0",1100618,"170.206",,34,297,,"1.1171<sup>21</sup>","1.6280<sup>22</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, chl",
32,"2-Acetonaphthone",,"C<sub>12</sub>H<sub>10</sub>O","93-08-3",774965,"170.206","nd (lig, dil al)","52(1)",302,,,,,,"sl EtOH, ctc",
33,"Acetone","2-Propanone","C<sub>3</sub>H<sub>6</sub>O","67-64-1",635680,"58.079","liq","-94.9(4)","56.08(7)",,"0.7902<sup>20</sup>","1.3588<sup>20</sup>",,"30.8","msc H<sub>2</sub>O, EtOH, eth, ace, bz, chl",
34,"Acetone cyanohydrin",,"C<sub>4</sub>H<sub>7</sub>NO","75-86-5",605391,"85.105","liq","-19","180(21)","82<sup>23</sup>","0.932<sup>19</sup>","1.3992<sup>20</sup>",,,"vs H<sub>2</sub>O, EtOH, eth; s ace, bz, chl; i peth",
35,"Acetone (2,4-dinitrophenyl)hydrazone",,"C<sub>9</sub>H<sub>10</sub>N<sub>4</sub>O<sub>4</sub>","1567-89-1",960878,"238.200","ye nd or pl (al)",128,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, bz, chl, AcOEt",
36,"Acetone (1-methylethylidene)hydrazone","Dimethyl ketazine","C<sub>6</sub>H<sub>12</sub>N<sub>2</sub>","627-70-3",956583,"112.172","liq","-12.5",133,,"0.8390<sup>20</sup>","1.4535<sup>20</sup>",,,"msc H<sub>2</sub>O, EtOH, eth; s ace",
37,"Acetone thiosemicarbazide",,"C<sub>4</sub>H<sub>9</sub>N<sub>3</sub>S","1752-30-3",,"131.199","ye cry",176,,,,,,,"s ace",
38,"Acetonitrile","Methyl cyanide","C<sub>2</sub>H<sub>3</sub>N","75-05-8",741857,"41.052","liq","-44(1)","81.6(2)",,"0.7825<sup>20</sup>","1.3442<sup>30</sup>","681<sup>-3</sup>","11.9","msc H<sub>2</sub>O, EtOH, eth, ace, bz, ctc",
39,"Acetophenone","Methyl phenyl ketone","C<sub>8</sub>H<sub>8</sub>O","98-86-2",605842,"120.149","mcl pr or pl","19.4(4)","202.1(2)",,"1.0281<sup>20</sup>","1.5372<sup>20</sup>","6.7<sup>20</sup>","0.049","sl H<sub>2</sub>O; s EtOH, eth, ace, bz, con sulf, chl",
40,"Acetophenone azine","Methylphenyl ketazine","C<sub>16</sub>H<sub>16</sub>N<sub>2</sub>","729-43-1",1912471,"236.311",,120,,,,,,,,
41,"Acetoxon","Acetophos","C<sub>8</sub>H<sub>17</sub>O<sub>5</sub>PS","2425-25-4",,"256.257","liq",,,"73<sup>0.005</sup>",,,,,,
42,"<i>N</i>-Acetylacetamide",,"C<sub>4</sub>H<sub>7</sub>NO<sub>2</sub>","625-77-4",1747662,"101.105","nd (eth)",79,"223.5",,,,,,"s H<sub>2</sub>O, EtOH, eth, chl, lig",
43,"<i>N</i>-Acetyl-<small>L</small>-alanine",,"C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>","97-69-8",,"131.130",,125,,,,,,,,
44,"4-(Acetylamino)benzenesulfonyl chloride","Acetylsulfanilyl chloride","C<sub>8</sub>H<sub>8</sub>ClNO<sub>3</sub>S","121-60-8",746676,"233.673","nd (bz), pr (bz-chl)",149,,,,,,,"vs EtOH, eth; s bz, chl",
45,"2-(Acetylamino)benzoic acid",,"C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","89-52-1",880371,"179.172","nd (HOAc)","187.5",,,,,,,"sl H<sub>2</sub>O; s EtOH; vs eth, ace, bz, HOAc",
46,"4-(Acetylamino)benzoic acid",,"C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","556-08-1",390602,"179.172","nd (HOAc)","256.5",,,,,,,"i H<sub>2</sub>O; s EtOH; sl eth, tfa",
47,"2-(Acetylamino)-2-deoxy-<small>D</small>-glucose","<i>N</i>-Acetyl-<small>D</small>-glucosamine","C<sub>8</sub>H<sub>15</sub>NO<sub>6</sub>","7512-17-6",,"221.208",,205,,,,,,,,
48,"2-(Acetylamino)-2-deoxy-<small>D</small>-mannose","<i>N</i>-Acetyl-<small>D</small>-mannosamine","C<sub>8</sub>H<sub>15</sub>NO<sub>6</sub>","3615-17-6",,"221.208","cry (ace aq)",128,,,,,,,"dec alk",
49,"2-(Acetylamino)fluorene",,"C<sub>15</sub>H<sub>13</sub>NO","53-96-3",2807677,"223.270","cry (dil al)",193,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, HOAc",
50,"4-(Acetylamino)fluorene",,"C<sub>15</sub>H<sub>13</sub>NO","28322-02-3",,"223.270","br cry (bz)",200,,,,,,,,
451,"5β-Androstane-3,17-dione",,"C<sub>19</sub>H<sub>28</sub>O<sub>2</sub>","1229-12-5",,"288.424","cry (ace-hx)",135,,,,,,,,
452,"Androst-4-ene-3,17-dione","Androstenedione","C<sub>19</sub>H<sub>26</sub>O<sub>2</sub>","63-05-8",2059239,"286.408",,174,,,,,,,,
453,"Androst-4-ene-3,11,17-trione","Adrenosterone","C<sub>19</sub>H<sub>24</sub>O<sub>3</sub>","382-45-6",3036825,"300.392","nd (al)",222,"subl",,,,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, chl",
454,"Anemonin","<i>trans</i>-1,7-Dioxadispiro[4.0.4.2]dodeca-3,9-diene-2,8-dione","C<sub>10</sub>H<sub>8</sub>O<sub>4</sub>","508-44-1",9390,"192.169","orth pl (chl) nd (al or bz)",158,,,,,,,"vs chl",
455,"Anhalamine",,"C<sub>11</sub>H<sub>15</sub>NO<sub>3</sub>","643-60-7",185079,"209.242","nd (al)","187.5",,,,,,,"vs eth, EtOH",
456,"Anhalonidine",,"C<sub>12</sub>H<sub>17</sub>NO<sub>3</sub>","17627-77-9",,"223.268","oct cry (bz, eth)","160.5",,,,,,,"vs H<sub>2</sub>O, EtOH",
457,"Anhalonine","6,7,8,9-Tetrahydro-4-methoxy-9-methyl-1,3-dioxolo[4,5-<i>h</i>]isoquinoline","C<sub>12</sub>H<sub>15</sub>NO<sub>3</sub>","519-04-0",,"221.252","rhom nd",86,,"140<sup>0.02</sup>",,,,,"vs EtOH, bz, chl, eth, peth",
458,"2,5-Anhydro-3,4-dideoxyhexitol","Tetrahydro-2,5-furandimethanol","C<sub>6</sub>H<sub>12</sub>O<sub>3</sub>","104-80-3",,"132.157",,"<-50",265,,"1.154<sup>20</sup>",,,,"vs H<sub>2</sub>O, ace, bz, EtOH",
459,"Anilazine","2,4-Dichloro-6-(<i>o</i>-chloroanilino)-<i>s</i>-triazine","C<sub>9</sub>H<sub>5</sub>Cl<sub>3</sub>N<sub>4</sub>","101-05-3",,"275.522",,"159.3(5)",,,"1.8<sup>20</sup>",,"0.01<sup>20</sup>",,,
460,"Anileridine",,"C<sub>22</sub>H<sub>28</sub>N<sub>2</sub>O<sub>2</sub>","144-14-9",,"352.469","cry",83,,,,,,,"s H<sub>2</sub>O",
461,"Aniline","Benzenamine","C<sub>6</sub>H<sub>7</sub>N","62-53-3",605631,"93.127","oily liq","-6.0(1)","184.1(4)",,"1.0250<sup>20</sup>","1.5863<sup>20</sup>","35.0<sup>25</sup>","0.090","s H<sub>2</sub>O, ctc, lig; msc EtOH, eth, ace, bz",
462,"Aniline-2-carboxylic acid","<i>o</i>-Anthranilic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","118-92-3",471803,"137.137","lf (al)","144.6(5)","subl",,"1.412<sup>20</sup>",,"3.49<sup>20</sup>",,"s H<sub>2</sub>O, EtOH, eth; sl bz, tfa; vs chl, py",
463,"Aniline-3-carboxylic acid","<i>m</i>-Anthranilic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","99-05-8",471603,"137.137",,"179.7(6)",,,"1.51<sup>25</sup>",,,,"sl H<sub>2</sub>O, EtOH; s eth, tfa; vs ace; i bz",
464,"Aniline-4-carboxylic acid","<i>p</i>-Anthranilic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","150-13-0",471605,"137.137","mcl pr (w)","188.2(6)",,,"1.374<sup>20</sup>",,"5.4<sup>25</sup>",,"s H<sub>2</sub>O, EtOH, eth; sl ace; i bz, chl",
465,"Aniline hydrobromide",,"C<sub>6</sub>H<sub>8</sub>BrN","542-11-0",3910222,"174.039",,286,,,,,,,,
466,"Aniline hydrochloride","Benzenamine hydrochloride","C<sub>6</sub>H<sub>8</sub>ClN","142-04-1",3593823,"129.588","lf or nd",198,,,"1.2215<sup>4</sup>",,"178<sup>15</sup>",,"vs H<sub>2</sub>O, EtOH; i eth, chl; sl DMSO",
467,"Aniline nitrate",,"C<sub>6</sub>H<sub>8</sub>N<sub>2</sub>O<sub>3</sub>","542-15-4",3916485,"156.139","orth","190 dec",,,"1.356<sup>4</sup>",,,,"vs H<sub>2</sub>O, eth, EtOH",
468,"Aniline sulfate (2:1)",,"C<sub>12</sub>H<sub>16</sub>N<sub>2</sub>O<sub>4</sub>S","542-16-5",,"284.331",,,,,"1.377<sup>4</sup>",,,,"s H<sub>2</sub>O; sl EtOH, tfa; i eth",
469,"4'-Anilinoazobenzene-4-sulfonic acid, sodium salt","Tropaeolin OO","C<sub>18</sub>H<sub>14</sub>N<sub>3</sub>NaO<sub>3</sub>S","554-73-4",,"375.377","ye pow",,,,,,,,"s H<sub>2</sub>O",
470,"Anisole","Methoxybenzene","C<sub>7</sub>H<sub>8</sub>O","100-66-3",506892,"108.138","liq","-37.3(2)","153.6(2)",,"0.9940<sup>20</sup>","1.5174<sup>20</sup>","2.03<sup>20</sup>","0.472","i H<sub>2</sub>O; s EtOH, eth, chl; vs ace, bz",
471,"Anisotropine methylbromide","Octatropine methylbromide","C<sub>17</sub>H<sub>32</sub>BrNO<sub>2</sub>","80-50-2",,"362.346","cry (ace)",329,,,,,,,,
472,"Antazoline",,"C<sub>17</sub>H<sub>19</sub>N<sub>3</sub>","91-75-8",,"265.353","cry",122,,,,,,,,
473,"Anthra[9,1,2-<i>cde</i>]benzo[<i>rst</i>]pentaphene-5,10-dione",,"C<sub>34</sub>H<sub>16</sub>O<sub>2</sub>","116-71-2",2025414,"456.490","viol-bl or blk nd (PhNO<sub>2</sub>)","492 dec",,,,,,,"i EtOH, bz, HOAc; s xyl, py, sulf",
474,"2-Anthracenamine",,"C<sub>14</sub>H<sub>11</sub>N","613-13-8",2209414,"193.244","ye lf (al)","238.8","subl",,,,,,"i H<sub>2</sub>O; s EtOH; i con sulf",
475,"Anthracene",,"C<sub>14</sub>H<sub>10</sub>","120-12-7",1905429,"178.229","tab or mcl pr (al)","216(2)","341.3(4)",,"1.28<sup>25</sup>",,"0.000044<sup>25</sup>",,"i H<sub>2</sub>O; sl EtOH, eth, ace, bz, chl, ctc",
476,"9-Anthracenecarbonitrile",,"C<sub>15</sub>H<sub>9</sub>N","1210-12-4",1911437,"203.239",,"177.5",,,"1.3000<sup>20</sup>",,,,,
477,"9-Anthracenecarboxaldehyde",,"C<sub>15</sub>H<sub>10</sub>O","642-31-9",639167,"206.239","oran nd (dil HOAc)","107(1)",,,,,,,"i H<sub>2</sub>O; s bz, HOAc",
478,"1-Anthracenecarboxylic acid","1-Anthroic acid","C<sub>15</sub>H<sub>10</sub>O<sub>2</sub>","607-42-1",2212362,"222.239","ye nd (HOAc) ye pr (al)","251.5","subl",,,,,,"i H<sub>2</sub>O; s EtOH, eth; sl bz, chl",
479,"2-Anthracenecarboxylic acid","2-Anthroic acid","C<sub>15</sub>H<sub>10</sub>O<sub>2</sub>","613-08-1",2330722,"222.239","ye lf (al) nd, lf (sub)",281,"subl",,,,,,"vs HOAc",
480,"9-Anthracenecarboxylic acid","9-Anthroic acid","C<sub>15</sub>H<sub>10</sub>O<sub>2</sub>","723-62-6",1875336,"222.239",,"219(1)","subl",,,,,,"i H<sub>2</sub>O; s EtOH",
481,"9,10-Anthracenedicarbonitrile",,"C<sub>16</sub>H<sub>8</sub>N<sub>2</sub>","1217-45-4",1646384,"228.248",,"337 dec",,,,,,,,
482,"9,10-Anthracenediol",,"C<sub>14</sub>H<sub>10</sub>O<sub>2</sub>","4981-66-2",1875799,"210.228","br or ye nd",180,,,,,,,"vs eth, EtOH",
483,"9,10-Anthracenedione","Anthraquinone","C<sub>14</sub>H<sub>8</sub>O<sub>2</sub>","84-65-1",390030,"208.213","ye orth nd (al, bz)","284.8(2)","377(2)",,"1.438<sup>20</sup>",,"0.0014<sup>25</sup>",,"i H<sub>2</sub>O; sl EtOH, eth, bz, chl",
484,"9-Anthracenemethanol",,"C<sub>15</sub>H<sub>12</sub>O","1468-95-7",1873402,"208.255",,"160.5",,,,,,,,
485,"1,4,9,10-Anthracenetetrol",,"C<sub>14</sub>H<sub>10</sub>O<sub>4</sub>","476-60-8",1582765,"242.227",,148,,,,,,,,
486,"1,2,10-Anthracenetriol","Anthrarobin","C<sub>14</sub>H<sub>10</sub>O<sub>3</sub>","577-33-3",3531675,"226.227","ye lf, nd (al-w)",208,,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, ace; s bz",
487,"1,8,9-Anthracenetriol","Anthralin","C<sub>14</sub>H<sub>10</sub>O<sub>3</sub>","1143-38-0",2054360,"226.227","ye pl or nd (lig)",179,,,,,,,"i H<sub>2</sub>O; s EtOH, ace, bz; sl eth; vs py",
488,"1-Anthracenol",,"C<sub>14</sub>H<sub>10</sub>O","610-50-4",1869102,"194.228","cry (bz), br nd or lf (al)",158,,"234<sup>13</sup>",,,,,"i H<sub>2</sub>O; vs EtOH, eth; s NaOH",
489,"9-Anthracenol","Anthranol","C<sub>14</sub>H<sub>10</sub>O","529-86-2",1869416,"194.228","ye red lf (dil al)",152,,,,,,,,
490,"9(10<i>H</i>)-Anthracenone","Anthrone","C<sub>14</sub>H<sub>10</sub>O","90-44-8",1910173,"194.228","nd (bz-lig, HOAc)","155(3)",,,,,,,"s ace, bz, con sulf, dil alk",
491,"Antimony potassium tartrate trihydrate","Tartar emetic","C<sub>8</sub>H<sub>10</sub>K<sub>2</sub>O<sub>15</sub>Sb<sub>2</sub>","28300-74-5",,"667.873","col cry",,,,"2.6",,,,"sl H<sub>2</sub>O",
492,"Apholate",,"C<sub>12</sub>H<sub>24</sub>N<sub>9</sub>P<sub>3</sub>","52-46-0",,"387.300",,148,,,,,,,,
493,"Aphylline",,"C<sub>15</sub>H<sub>24</sub>N<sub>2</sub>O","577-37-7",748785,"248.364","cry","52.5",,"200<sup>4</sup>",,,,,"vs ace, bz, eth, EtOH",
494,"Apigenin","5,7-Dihydroxy-2-(4-hydroxyphenyl)-4<i>H</i>-1-benzopyran-4-one","C<sub>15</sub>H<sub>10</sub>O<sub>5</sub>","520-36-5",262620,"270.237","ye nd (aq py)","347.5",,,,,,,"i H<sub>2</sub>O; s EtOH, py; vs dil alk",
495,"Apiole","4,7-Dimethoxy-5-(2-propenyl)-1,3-benzodioxole","C<sub>12</sub>H<sub>14</sub>O<sub>4</sub>","523-80-8",195747,"222.237","nd","29.2(2)",294,"179<sup>35</sup>","1.015<sup>20</sup>","1.5360<sup>20</sup>",,,"vs ace, bz, EtOH, lig",
496,"Apoatropine",,"C<sub>17</sub>H<sub>21</sub>NO<sub>2</sub>","500-55-0",85429,"271.355","pr (chl)",62,,,,,,,"sl H<sub>2</sub>O, lig; vs EtOH, eth, ace, bz",
497,"Apocodeine",,"C<sub>18</sub>H<sub>19</sub>NO<sub>2</sub>","641-36-1",32938,"281.350","pr (MeOH)","123.5",,,,,,,"sl EtOH; s eth, ace, bz, lig",
498,"Apomorphine",,"C<sub>17</sub>H<sub>17</sub>NO<sub>2</sub>","58-00-4",29319,"267.323","hex pl (chl-peth) rods (eth)","195 dec",,,,,"20<sup>25</sup>",,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz, alk",
499,"Apomorphine, hydrochloride",,"C<sub>17</sub>H<sub>18</sub>ClNO<sub>2</sub>","314-19-2",4167353,"303.784","grn in air mcl pr","205 dec",,,,,,,,
